"Accession","Organism","Genome assembly","Donor sex","Donor age","File download url"
"GSM2563971","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2563nnn/GSM2563971/suppl/GSM2563971_ZNF3-19_peaks.bed.gz"
"GSM2563970","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2563nnn/GSM2563970/suppl/GSM2563970_ZNF2-14_peaks.bed.gz"
"GSM2563969","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2563nnn/GSM2563969/suppl/GSM2563969_ZNF2-13_peaks.bed.gz"
"GSM2563968","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2563nnn/GSM2563968/suppl/GSM2563968_ZNF2-12_peaks.bed.gz"
"GSM2563967","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2563nnn/GSM2563967/suppl/GSM2563967_ZNF2-11_peaks.bed.gz"
"GSM2563966","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2563nnn/GSM2563966/suppl/GSM2563966_ZNF1-5_peaks.bed.gz"
"GSM2563965","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2563nnn/GSM2563965/suppl/GSM2563965_ZNF1-4_peaks.bed.gz"
"GSM2563964","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2563nnn/GSM2563964/suppl/GSM2563964_ZNF1-3_peaks.bed.gz"
"GSM2563963","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2563nnn/GSM2563963/suppl/GSM2563963_ZNF1-2_peaks.bed.gz"
"GSM2828991","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828991/suppl/GSM2828991_ENCFF378WXQ_peaks_hg19.bed.gz"
"GSM2828990","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828990/suppl/GSM2828990_ENCFF289KWB_peaks_GRCh38.bed.gz"
"GSM2828983","Homo sapiens","GRCh38","male","54 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828983/suppl/GSM2828983_ENCFF975SBX_peaks_GRCh38.bed.gz"
"GSM2828982","Homo sapiens","GRCh38","female","51 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828982/suppl/GSM2828982_ENCFF866EIC_pseudoreplicated_idr_thresholded_peaks_GRCh38.bed.gz"
"GSM2828981","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828981/suppl/GSM2828981_ENCFF981FUV_peaks_GRCh38.bed.gz"
"GSM2828980","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828980/suppl/GSM2828980_ENCFF351DKB_peaks_hg19.bed.gz"
"GSM2828972","Homo sapiens","GRCh38","female","51 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828972/suppl/GSM2828972_ENCFF638MFT_pseudoreplicated_idr_thresholded_peaks_hg19.bed.gz"
"GSM2828968","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828968/suppl/GSM2828968_ENCFF951JAH_peaks_hg19.bed.gz"
"GSM2828967","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828967/suppl/GSM2828967_ENCFF953LAR_peaks_GRCh38.bed.gz"
"GSM2828966","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828966/suppl/GSM2828966_ENCFF861IZT_peaks_hg19.bed.gz"
"GSM2828961","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828961/suppl/GSM2828961_ENCFF836JVP_peaks_GRCh38.bed.gz"
"GSM2828960","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828960/suppl/GSM2828960_ENCFF784OAB_peaks_hg19.bed.gz"
"GSM2828959","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828959/suppl/GSM2828959_ENCFF744QJM_peaks_GRCh38.bed.gz"
"GSM2828958","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828958/suppl/GSM2828958_ENCFF230QEQ_peaks_GRCh38.bed.gz"
"GSM2828948","Homo sapiens","GRCh38","female","51 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828948/suppl/GSM2828948_ENCFF958QPG_peaks_hg19.bed.gz"
"GSM2828944","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828944/suppl/GSM2828944_ENCFF877OQG_peaks_hg19.bed.gz"
"GSM2828943","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828943/suppl/GSM2828943_ENCFF901JIK_peaks_GRCh38.bed.gz"
"GSM2828920","Homo sapiens","GRCh38","female","51 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828920/suppl/GSM2828920_ENCFF629KNX_peaks_GRCh38.bed.gz"
"GSM2828911","Homo sapiens","GRCh38","male","54 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828911/suppl/GSM2828911_ENCFF693ETV_peaks_hg19.bed.gz"
"GSM2828910","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828910/suppl/GSM2828910_ENCFF870DSA_peaks_hg19.bed.gz"
"GSM2828909","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828909/suppl/GSM2828909_ENCFF948DZI_peaks_GRCh38.bed.gz"
"GSM2828907","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828907/suppl/GSM2828907_ENCFF613XJM_peaks_GRCh38.bed.gz"
"GSM2828906","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828906/suppl/GSM2828906_ENCFF784XMU_peaks_hg19.bed.gz"
"GSM2828903","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828903/suppl/GSM2828903_ENCFF898JJD_pseudoreplicated_idr_thresholded_peaks_GRCh38.bed.gz"
"GSM2828902","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828902/suppl/GSM2828902_ENCFF872LIM_peaks_hg19.bed.gz"
"GSM2828901","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828901/suppl/GSM2828901_ENCFF797OLU_pseudoreplicated_idr_thresholded_peaks_GRCh38.bed.gz"
"GSM2828895","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828895/suppl/GSM2828895_ENCFF851VOU_peaks_hg19.bed.gz"
"GSM2828894","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828894/suppl/GSM2828894_ENCFF681WQR_peaks_GRCh38.bed.gz"
"GSM2828893","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828893/suppl/GSM2828893_ENCFF884ZYH_peaks_hg19.bed.gz"
"GSM2828892","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828892/suppl/GSM2828892_ENCFF634YZT_peaks_GRCh38.bed.gz"
"GSM2828890","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828890/suppl/GSM2828890_ENCFF851KJE_peaks_GRCh38.bed.gz"
"GSM2828889","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828889/suppl/GSM2828889_ENCFF281RZB_peaks_GRCh38.bed.gz"
"GSM2828888","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828888/suppl/GSM2828888_ENCFF348CSG_peaks_hg19.bed.gz"
"GSM2828887","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828887/suppl/GSM2828887_ENCFF824PGV_peaks_GRCh38.bed.gz"
"GSM2828885","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828885/suppl/GSM2828885_ENCFF617YIK_peaks_GRCh38.bed.gz"
"GSM2828884","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828884/suppl/GSM2828884_ENCFF680MTL_peaks_hg19.bed.gz"
"GSM2828880","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828880/suppl/GSM2828880_ENCFF745LIP_peaks_GRCh38.bed.gz"
"GSM2828879","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828879/suppl/GSM2828879_ENCFF913CBA_peaks_GRCh38.bed.gz"
"GSM2828871","Homo sapiens","GRCh38","male","54 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828871/suppl/GSM2828871_ENCFF885KKQ_pseudoreplicated_idr_thresholded_peaks_hg19.bed.gz"
"GSM2828869","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828869/suppl/GSM2828869_ENCFF820MQU_peaks_GRCh38.bed.gz"
"GSM2828868","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828868/suppl/GSM2828868_ENCFF811NQU_peaks_GRCh38.bed.gz"
"GSM2828867","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828867/suppl/GSM2828867_ENCFF513RYM_peaks_hg19.bed.gz"
"GSM2828866","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828866/suppl/GSM2828866_ENCFF671OVE_peaks_hg19.bed.gz"
"GSM2828859","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828859/suppl/GSM2828859_ENCFF422YRY_peaks_hg19.bed.gz"
"GSM2828854","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828854/suppl/GSM2828854_ENCFF586MTZ_peaks_hg19.bed.gz"
"GSM2828853","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828853/suppl/GSM2828853_ENCFF405JCS_peaks_hg19.bed.gz"
"GSM2828850","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828850/suppl/GSM2828850_ENCFF953NJX_peaks_hg19.bed.gz"
"GSM2828849","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828849/suppl/GSM2828849_ENCFF854NKM_peaks_GRCh38.bed.gz"
"GSM2828848","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828848/suppl/GSM2828848_ENCFF499AJK_peaks_GRCh38.bed.gz"
"GSM2828830","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828830/suppl/GSM2828830_ENCFF783BUR_peaks_GRCh38.bed.gz"
"GSM2828829","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828829/suppl/GSM2828829_ENCFF888XOT_peaks_GRCh38.bed.gz"
"GSM2828820","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828820/suppl/GSM2828820_ENCFF555BRJ_peaks_GRCh38.bed.gz"
"GSM2828802","Homo sapiens","GRCh38","female","51 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828802/suppl/GSM2828802_ENCFF817YDQ_peaks_GRCh38.bed.gz"
"GSM2828801","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828801/suppl/GSM2828801_ENCFF735EGA_peaks_hg19.bed.gz"
"GSM2828800","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828800/suppl/GSM2828800_ENCFF852JOM_peaks_GRCh38.bed.gz"
"GSM2828799","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828799/suppl/GSM2828799_ENCFF781EZZ_pseudoreplicated_idr_thresholded_peaks_hg19.bed.gz"
"GSM2828789","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828789/suppl/GSM2828789_ENCFF819JTY_peaks_hg19.bed.gz"
"GSM2828788","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828788/suppl/GSM2828788_ENCFF628ZYN_peaks_GRCh38.bed.gz"
"GSM2828782","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828782/suppl/GSM2828782_ENCFF244PNH_peaks_hg19.bed.gz"
"GSM2828781","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828781/suppl/GSM2828781_ENCFF359FUJ_peaks_hg19.bed.gz"
"GSM2828724","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828724/suppl/GSM2828724_ENCFF462BHV_peaks_hg19.bed.gz"
"GSM2828723","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828723/suppl/GSM2828723_ENCFF969JFO_peaks_hg19.bed.gz"
"GSM2828722","Homo sapiens","GRCh38","male","37 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828722/suppl/GSM2828722_ENCFF946ALH_peaks_GRCh38.bed.gz"
"GSM2828718","Homo sapiens","GRCh38","male","54 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828718/suppl/GSM2828718_ENCFF938NIP_peaks_hg19.bed.gz"
"GSM2828714","Homo sapiens","GRCh38","female","51 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828714/suppl/GSM2828714_ENCFF374MIO_pseudoreplicated_idr_thresholded_peaks_GRCh38.bed.gz"
"GSM2828709","Homo sapiens","GRCh38","female","51 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828709/suppl/GSM2828709_ENCFF866OIP_peaks_GRCh38.bed.gz"
"GSM2828706","Homo sapiens","GRCh38","male","54 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828706/suppl/GSM2828706_ENCFF977AFL_peaks_hg19.bed.gz"
"GSM2828691","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828691/suppl/GSM2828691_ENCFF856FQP_peaks_GRCh38.bed.gz"
"GSM2828690","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828690/suppl/GSM2828690_ENCFF706HYT_peaks_hg19.bed.gz"
"GSM2828689","Homo sapiens","GRCh38","male","54 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828689/suppl/GSM2828689_ENCFF999RRH_peaks_hg19.bed.gz"
"GSM2828671","Homo sapiens","GRCh38","female","69 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828671/suppl/GSM2828671_ENCFF580BMC_peaks_GRCh38.bed.gz"
"GSM2828670","Homo sapiens","GRCh38","female","69 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828670/suppl/GSM2828670_ENCFF765FAO_peaks_GRCh38.bed.gz"
"GSM2828669","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828669/suppl/GSM2828669_ENCFF798JBY_peaks_GRCh38.bed.gz"
"GSM2828668","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828668/suppl/GSM2828668_ENCFF988JKI_peaks_GRCh38.bed.gz"
"GSM2828667","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828667/suppl/GSM2828667_ENCFF644PFR_peaks_hg19.bed.gz"
"GSM2828666","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828666/suppl/GSM2828666_ENCFF599YUO_peaks_GRCh38.bed.gz"
"GSM2828639","Homo sapiens","GRCh38","male","54 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828639/suppl/GSM2828639_ENCFF846FIG_pseudoreplicated_idr_thresholded_peaks_hg19.bed.gz"
"GSM2828638","Homo sapiens","GRCh38","male","37 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828638/suppl/GSM2828638_ENCFF637KHE_pseudoreplicated_idr_thresholded_peaks_hg19.bed.gz"
"GSM2828635","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828635/suppl/GSM2828635_ENCFF921JEC_pseudoreplicated_idr_thresholded_peaks_hg19.bed.gz"
"GSM2828563","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828563/suppl/GSM2828563_ENCFF087UQB_peaks_GRCh38.bed.gz"
"GSM2828562","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828562/suppl/GSM2828562_ENCFF855RKW_peaks_hg19.bed.gz"
"GSM2828560","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828560/suppl/GSM2828560_ENCFF637OOY_peaks_GRCh38.bed.gz"
"GSM2828557","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828557/suppl/GSM2828557_ENCFF895LVK_peaks_GRCh38.bed.gz"
"GSM2828556","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828556/suppl/GSM2828556_ENCFF620FTP_peaks_hg19.bed.gz"
"GSM2828555","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828555/suppl/GSM2828555_ENCFF999OAP_peaks_GRCh38.bed.gz"
"GSM2828550","Homo sapiens","GRCh38","female","51 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828550/suppl/GSM2828550_ENCFF646ODW_pseudoreplicated_idr_thresholded_peaks_hg19.bed.gz"
"GSM2828547","Homo sapiens","GRCh38","female","51 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828547/suppl/GSM2828547_ENCFF912XIE_pseudoreplicated_idr_thresholded_peaks_GRCh38.bed.gz"
"GSM2828546","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828546/suppl/GSM2828546_ENCFF601WVR_peaks_hg19.bed.gz"
"GSM2828545","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828545/suppl/GSM2828545_ENCFF997PZQ_peaks_GRCh38.bed.gz"
"GSM2828541","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828541/suppl/GSM2828541_ENCFF658QMA_peaks_hg19.bed.gz"
"GSM2828540","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828540/suppl/GSM2828540_ENCFF709QYA_peaks_GRCh38.bed.gz"
"GSM2828539","Homo sapiens","GRCh38","female","69 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828539/suppl/GSM2828539_ENCFF815EZY_peaks_hg19.bed.gz"
"GSM2828538","Homo sapiens","GRCh38","female","69 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828538/suppl/GSM2828538_ENCFF989SEE_peaks_hg19.bed.gz"
"GSM2828536","Homo sapiens","GRCh38","female","51 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828536/suppl/GSM2828536_ENCFF608WWL_peaks_hg19.bed.gz"
"GSM2828527","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828527/suppl/GSM2828527_ENCFF986DDI_peaks_hg19.bed.gz"
"GSM2828526","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828526/suppl/GSM2828526_ENCFF643GEF_peaks_GRCh38.bed.gz"
"GSM2828525","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828525/suppl/GSM2828525_ENCFF906CSG_pseudoreplicated_idr_thresholded_peaks_GRCh38.bed.gz"
"GSM2828521","Homo sapiens","GRCh38","male","37 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828521/suppl/GSM2828521_ENCFF668SIT_pseudoreplicated_idr_thresholded_peaks_GRCh38.bed.gz"
"GSM2828516","Homo sapiens","GRCh38","male","37 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828516/suppl/GSM2828516_ENCFF899MQP_pseudoreplicated_idr_thresholded_peaks_hg19.bed.gz"
"GSM2828493","Homo sapiens","GRCh38","male","37 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828493/suppl/GSM2828493_ENCFF678WCZ_pseudoreplicated_idr_thresholded_peaks_hg19.bed.gz"
"GSM2828492","Homo sapiens","GRCh38","female","69 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828492/suppl/GSM2828492_ENCFF642SAI_peaks_GRCh38.bed.gz"
"GSM2828491","Homo sapiens","GRCh38","female","69 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828491/suppl/GSM2828491_ENCFF032QDO_peaks_GRCh38.bed.gz"
"GSM2828490","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828490/suppl/GSM2828490_ENCFF299RHL_peaks_GRCh38.bed.gz"
"GSM2828489","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828489/suppl/GSM2828489_ENCFF694KSM_peaks_GRCh38.bed.gz"
"GSM2828488","Homo sapiens","GRCh38","female","53 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828488/suppl/GSM2828488_ENCFF749PCR_peaks_GRCh38.bed.gz"
"GSM2828462","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828462/suppl/GSM2828462_ENCFF869GMP_peaks_GRCh38.bed.gz"
"GSM2828461","Homo sapiens","GRCh38","female","unknown","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828461/suppl/GSM2828461_ENCFF224QHU_peaks_GRCh38.bed.gz"
"GSM2828448","Homo sapiens","GRCh38","male","54 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828448/suppl/GSM2828448_ENCFF940TNN_pseudoreplicated_idr_thresholded_peaks_hg19.bed.gz"
"GSM2828955","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828955/suppl/GSM2828955_ENCFF543ACC_peaks_hg19.bed.gz"
"GSM2828954","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828954/suppl/GSM2828954_ENCFF743KRF_peaks_hg19.bed.gz"
"GSM2828946","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828946/suppl/GSM2828946_ENCFF680PCI_peaks_hg19.bed.gz"
"GSM2828945","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828945/suppl/GSM2828945_ENCFF570WYD_peaks_GRCh38.bed.gz"
"GSM2828937","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828937/suppl/GSM2828937_ENCFF459BPD_peaks_GRCh38.bed.gz"
"GSM2828936","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828936/suppl/GSM2828936_ENCFF880BHR_peaks_GRCh38.bed.gz"
"GSM2828899","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828899/suppl/GSM2828899_ENCFF676QOY_peaks_GRCh38.bed.gz"
"GSM2828898","Homo sapiens","GRCh38","male","15 year","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2828nnn/GSM2828898/suppl/GSM2828898_ENCFF900HTW_peaks_GRCh38.bed.gz"
