"Accession","Organism","Genome assembly","Donor sex","Donor age","File download url"
"GSM1538429","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1538nnn/GSM1538429/suppl/GSM1538429_ABL_CREB1_peaks.bed.gz"
"GSM1974982","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1974nnn/GSM1974982/suppl/GSM1974982_LNCaP_Rb_plus_4_summits.bed.gz"
"GSM1974981","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1974nnn/GSM1974981/suppl/GSM1974981_VCaP_Rb_plus_4_summits.bed.gz"
"GSM1645725","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645725/suppl/GSM1645725_AcCC_total_peaks.bed.gz"
"GSM1645724","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645724/suppl/GSM1645724_AcBBtotal_peaks.bed.gz"
"GSM1645723","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645723/suppl/GSM1645723_K4B_total_peaks.bed.gz"
"GSM1645722","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645722/suppl/GSM1645722_K4C_total_peaks.bed.gz"
"GSM1645721","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645721/suppl/GSM1645721_Me3_BB_peaks.bed.gz"
"GSM1645720","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645720/suppl/GSM1645720_Me3_CC_peaks.bed.gz"
"GSM1645719","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645719/suppl/GSM1645719_p300_CC_total_peaks.bed.gz"
"GSM1645718","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645718/suppl/GSM1645718_p300_BB_total_peaks.bed.gz"
"GSM1645717","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645717/suppl/GSM1645717_pol2_CC_peaks.bed.gz"
"GSM1645716","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645716/suppl/GSM1645716_pol2_BB_peaks.bed.gz"
"GSM1645715","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645715/suppl/GSM1645715_p63_ChIP_C_total_peaks.bed.gz"
"GSM1645714","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645714/suppl/GSM1645714_p63_ChIP_B_total_peaks.bed.gz"
"GSM1645713","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645713/suppl/GSM1645713_J1_Ci_total_peaks.bed.gz"
"GSM1645712","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1645nnn/GSM1645712/suppl/GSM1645712_J1_63i_total_peaks.bed.gz"
"GSM1536045","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1536nnn/GSM1536045/suppl/GSM1536045_Bio.Sox15-peaks.bed.gz"
"GSM1716770","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1716nnn/GSM1716770/suppl/GSM1716770_LHSAR_LacZ_AR_peaks_rep2.bed.gz"
"GSM1716769","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1716nnn/GSM1716769/suppl/GSM1716769_LHSAR_LacZ_AR_peaks_rep1.bed.gz"
"GSM1716768","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1716nnn/GSM1716768/suppl/GSM1716768_LHSAR_HOXB13_FOXA1_AR_peaks_rep2.bed.gz"
"GSM1716767","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1716nnn/GSM1716767/suppl/GSM1716767_LHSAR_HOXB13_FOXA1_AR_peaks_rep1.bed.gz"
"GSM1716766","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1716nnn/GSM1716766/suppl/GSM1716766_LHSAR_HOXB13_AR_peaks.bed.gz"
"GSM1716765","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1716nnn/GSM1716765/suppl/GSM1716765_LHSAR_FOXA1_AR_peaks.bed.gz"
"GSM1716764","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1716nnn/GSM1716764/suppl/GSM1716764_LNCaP_HOXB13_peaks.bed.gz"
"GSM1716763","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1716nnn/GSM1716763/suppl/GSM1716763_Tumor_HOXB13_peaks.bed.gz"
"GSM1716762","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1716nnn/GSM1716762/suppl/GSM1716762_Tumor_FOXA1_peaks.bed.gz"
"GSM1558744","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1558nnn/GSM1558744/suppl/GSM1558744_cisV2r10p5ss25w400.bed.gz"
"GSM1681924","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1681nnn/GSM1681924/suppl/GSM1681924_BC28_H3K27ac_peaks.100bp.bed.gz"
"GSM1681922","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1681nnn/GSM1681922/suppl/GSM1681922_BC29_H3K27ac_peaks.100bp.bed.gz"
"GSM1681920","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1681nnn/GSM1681920/suppl/GSM1681920_BC26_H3K27ac_peaks.100bp.bed.gz"
"GSM1413015","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1413nnn/GSM1413015/suppl/GSM1413015_H3k9me2_Rep2.bed.gz"
"GSM1413014","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1413nnn/GSM1413014/suppl/GSM1413014_H3k9me2_Rep1.bed.gz"
"GSM1617409","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1617nnn/GSM1617409/suppl/GSM1617409_AH73_Replicate_2_FOXA2.bed.gz"
"GSM1617408","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1617nnn/GSM1617408/suppl/GSM1617408_AH-19_Replicate_1_FOXA2.bed.gz"
"GSM1576451","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1576nnn/GSM1576451/suppl/GSM1576451_FOXA1_binding_sites.bed.gz"
"GSM1576449","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1576nnn/GSM1576449/suppl/GSM1576449_VDR_binding_sites.bed.gz"
"GSM1576447","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1576nnn/GSM1576447/suppl/GSM1576447_AR_binding_sites.bed.gz"
"GSM1817669","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1817nnn/GSM1817669/suppl/GSM1817669_MCF7+BORIS_BORIS_Clone2_NarrowPeaks.bed.gz"
"GSM1817668","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1817nnn/GSM1817668/suppl/GSM1817668_MCF7+BORIS_BORIS_Clone1_NarrowPeaks.bed.gz"
"GSM1817667","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1817nnn/GSM1817667/suppl/GSM1817667_MCF7+BORIS_CTCF_Clone2_NarrowPeaks.bed.gz"
"GSM1817666","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1817nnn/GSM1817666/suppl/GSM1817666_MCF7+BORIS_CTCF_Clone1_NarrowPeaks.bed.gz"
"GSM1817665","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1817nnn/GSM1817665/suppl/GSM1817665_MCF7+EV_CTCF_NarrowPeaks.bed.gz"
"GSM1817663","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1817nnn/GSM1817663/suppl/GSM1817663_Ovcar8_BORIS_NarrowPeaks.bed.gz"
"GSM1817662","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1817nnn/GSM1817662/suppl/GSM1817662_Ovcar8_CTCF_NarrowPeaks.bed.gz"
"GSM1817659","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1817nnn/GSM1817659/suppl/GSM1817659_Delta47_BORIS_NarrowPeaks.bed.gz"
"GSM1817658","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1817nnn/GSM1817658/suppl/GSM1817658_Delta47_CTCF_NarrowPeaks.bed.gz"
"GSM1817655","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1817nnn/GSM1817655/suppl/GSM1817655_K562_BORIS_NarrowPeaks.bed.gz"
"GSM1817654","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1817nnn/GSM1817654/suppl/GSM1817654_K562_CTCF_NarrowPeaks.bed.gz"
"GSM1642769","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1642nnn/GSM1642769/suppl/GSM1642769_HIF2a_2a.bed.gz"
"GSM1642768","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1642nnn/GSM1642768/suppl/GSM1642768_HIF2a_1b.bed.gz"
"GSM1642766","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1642nnn/GSM1642766/suppl/GSM1642766_HIF1a_2a.bed.gz"
"GSM1642765","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1642nnn/GSM1642765/suppl/GSM1642765_HIF1a_1b.bed.gz"
"GSM1642764","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1642nnn/GSM1642764/suppl/GSM1642764_HIF1a_1a.bed.gz"
"GSM1642762","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1642nnn/GSM1642762/suppl/GSM1642762_HIF2a.bed.gz"
"GSM1642761","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1642nnn/GSM1642761/suppl/GSM1642761_HIF1b.bed.gz"
"GSM1684651","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684651/suppl/GSM1684651_input_bias.background.bed.gz"
"GSM1684637","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684637/suppl/GSM1684637_GR.HDDMI.bed.gz"
"GSM1684636","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684636/suppl/GSM1684636_CEBPb.LDDMI.bed.gz"
"GSM1684635","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684635/suppl/GSM1684635_CEBPb.HDDMI.bed.gz"
"GSM1684638","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684638/suppl/GSM1684638_ATF4.HDD0.bed.gz"
"GSM1684634","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684634/suppl/GSM1684634_CEBPb.HDD0.peaks.bed.gz"
"GSM1684649","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684649/suppl/GSM1684649_IVC.ATF4.0.2uL.cebpb.0.1.bed.gz"
"GSM1684648","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684648/suppl/GSM1684648_IVC.ATF4.0.02uL.cebpb.0.1.bed.gz"
"GSM1684647","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684647/suppl/GSM1684647_IVC.CEBPb.0.1uL.ATF4.0.2uL.bed.gz"
"GSM1684646","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684646/suppl/GSM1684646_IVC.CEBPb.0.1uL.ATF4.0.02uL.bed.gz"
"GSM1684645","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684645/suppl/GSM1684645_IVC.CEBPb.0.1uL.ATF4.0.002uL.bed.gz"
"GSM1684644","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684644/suppl/GSM1684644_IVC.ATF4.5uL.bed.gz"
"GSM1684643","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684643/suppl/GSM1684643_IVC.CEBPb.10uL.bed.gz"
"GSM1684642","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684642/suppl/GSM1684642_IVC.CEBPb.1.0uL.bed.gz"
"GSM1684641","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684641/suppl/GSM1684641_IVC.CEBPb.0.25uL.bed.gz"
"GSM1684640","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1684nnn/GSM1684640/suppl/GSM1684640_IVC.CEBPb.0.1uL.bed.gz"
"GSM1678034","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1678nnn/GSM1678034/suppl/GSM1678034_Sample6.PC3-DAXXKD-DMHH3K4IP.peaks.bed.gz"
"GSM1678033","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1678nnn/GSM1678033/suppl/GSM1678033_Sample5.PC3-WT-DMHH3K4IP.peaks.bed.gz"
"GSM1678032","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1678nnn/GSM1678032/suppl/GSM1678032_Sample4.PC3-DAXXKD-DNMT1IP.peaks.bed.gz"
"GSM1678031","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1678nnn/GSM1678031/suppl/GSM1678031_Sample3.PC3-WT-DNMT1IP.peaks.bed.gz"
"GSM1678030","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1678nnn/GSM1678030/suppl/GSM1678030_Sample2.PC3-DAXXKD-DAXXIP.peaks.bed.gz"
"GSM1678029","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1678nnn/GSM1678029/suppl/GSM1678029_Sample1.PC3-WT-DAXXIP.peaks.bed.gz"
"GSM1577754","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1577nnn/GSM1577754/suppl/GSM1577754_WJL2012-019-hg18-RETR_1h-noDup.sorted.bed.gz"
"GSM1577753","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1577nnn/GSM1577753/suppl/GSM1577753_WJL2012-018-hg18-RET_1h-noDup.sorted.bed.gz"
"GSM1577752","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1577nnn/GSM1577752/suppl/GSM1577752_WJL2012-017-hg18-H9_1h-noDup.sorted.bed.gz"
"GSM1577751","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1577nnn/GSM1577751/suppl/GSM1577751_WJL2012-016-hg18-IL2_1h-noDup.sorted.bed.gz"
"GSM1577750","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1577nnn/GSM1577750/suppl/GSM1577750_WJL2012-015-hg18-Cont-noDup.sorted.bed.gz"
"GSM1577749","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1577nnn/GSM1577749/suppl/GSM1577749_WJL2012-173-hCD8-RETR-STAT5B.sorted.bed.gz"
"GSM1577748","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1577nnn/GSM1577748/suppl/GSM1577748_WJL2012-167-hCD8-RET-STAT5B-noDup.sorted.bed.gz"
"GSM1577747","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1577nnn/GSM1577747/suppl/GSM1577747_WJL2012-172-hCD8-H9-STAT5B.sorted.bed.gz"
"GSM1577746","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1577nnn/GSM1577746/suppl/GSM1577746_WJL2012-171-hCD8-IL2-STAT5B.sorted.bed.gz"
"GSM1577745","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1577nnn/GSM1577745/suppl/GSM1577745_WJL2012-170-hCD8-Cont-STAT5B.sorted.bed.gz"
"GSM1647363","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1647nnn/GSM1647363/suppl/GSM1647363_Hs_CTCF_X_ChIP.bed.gz"
"GSM1534445","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534445/suppl/GSM1534445_H3K4me3.summits.bed.gz"
"GSM1534444","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534444/suppl/GSM1534444_p300.summits.bed.gz"
"GSM1534443","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534443/suppl/GSM1534443_ncor.summits.bed.gz"
"GSM1534442","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534442/suppl/GSM1534442_AML1ETO.summits.bed.gz"
"GSM1534441","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534441/suppl/GSM1534441_AML1.summits.bed.gz"
"GSM1501176","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1501nnn/GSM1501176/suppl/GSM1501176_NES_H3K4me3.peaks.bed.gz"
"GSM1501175","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1501nnn/GSM1501175/suppl/GSM1501175_NES_H3K4me1.peaks.bed.gz"
"GSM1262402","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1262nnn/GSM1262402/suppl/GSM1262402_ChIP-seq_H3K27me3_KO_hMSC_peak.bed.gz"
"GSM1262401","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1262nnn/GSM1262401/suppl/GSM1262401_ChIP-seq_H3K27me3_WT_hMSC_peak.bed.gz"
"GSM1262400","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1262nnn/GSM1262400/suppl/GSM1262400_ChIP-seq_H3K4me3_KO_hMSC_peak.bed.gz"
"GSM1262399","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1262nnn/GSM1262399/suppl/GSM1262399_ChIP-seq_H3K4me3_WT_hMSC_peak.bed.gz"
"GSM1530053","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1530nnn/GSM1530053/suppl/GSM1530053_WIZ.bed.gz"
"GSM1530052","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1530nnn/GSM1530052/suppl/GSM1530052_ZNF644.bed.gz"
"GSM1530051","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1530nnn/GSM1530051/suppl/GSM1530051_G9a.bed.gz"
"GSM1554681","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554681/suppl/GSM1554681_Hu_12Opcw_H3K4me2_rep2_regions.bed.gz"
"GSM1554680","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554680/suppl/GSM1554680_Hu_12Opcw_H3K4me2_rep1_regions.bed.gz"
"GSM1554679","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554679/suppl/GSM1554679_Hu_12Opcw_H3K27ac_rep2_regions.bed.gz"
"GSM1554678","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554678/suppl/GSM1554678_Hu_12Opcw_H3K27ac_rep1_regions.bed.gz"
"GSM1554675","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554675/suppl/GSM1554675_Hu_12Fpcw_H3K4me2_rep2_regions.bed.gz"
"GSM1554674","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554674/suppl/GSM1554674_Hu_12Fpcw_H3K4me2_rep1_regions.bed.gz"
"GSM1554673","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554673/suppl/GSM1554673_Hu_12Fpcw_H3K27ac_rep2_regions.bed.gz"
"GSM1554672","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554672/suppl/GSM1554672_Hu_12Fpcw_H3K27ac_rep1_regions.bed.gz"
"GSM1554669","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554669/suppl/GSM1554669_Hu_8_5pcw_H3K4me2_rep2_regions.bed.gz"
"GSM1554668","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554668/suppl/GSM1554668_Hu_8_5pcw_H3K4me2_rep1_regions.bed.gz"
"GSM1554667","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554667/suppl/GSM1554667_Hu_8_5pcw_H3K27ac_rep2_regions.bed.gz"
"GSM1554666","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554666/suppl/GSM1554666_Hu_8_5pcw_H3K27ac_rep1_regions.bed.gz"
"GSM1554663","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554663/suppl/GSM1554663_Hu_7pcw_H3K4me2_rep2_regions.bed.gz"
"GSM1554662","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554662/suppl/GSM1554662_Hu_7pcw_H3K4me2_rep1_regions.bed.gz"
"GSM1554661","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554661/suppl/GSM1554661_Hu_7pcw_H3K27ac_rep2_regions.bed.gz"
"GSM1554660","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1554nnn/GSM1554660/suppl/GSM1554660_Hu_7pcw_H3K27ac_rep1_regions.bed.gz"
"GSM1534751","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534751/suppl/GSM1534751_ERa_ChIP-seq_E2+TNFa_siFOXA1_rep2.bed.gz"
"GSM1534750","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534750/suppl/GSM1534750_ERa_ChIP-seq_E2+TNFa_siFOXA1_rep1.bed.gz"
"GSM1534749","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534749/suppl/GSM1534749_Input_ChIP-seq_E2+TNFa_siFOXA1_rep2.bed.gz"
"GSM1534748","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534748/suppl/GSM1534748_Input_ChIP-seq_E2+TNFa_siFOXA1_rep1.bed.gz"
"GSM1534747","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534747/suppl/GSM1534747_ERa_ChIP-seq_E2+TNFa_siCTRL_rep2.bed.gz"
"GSM1534746","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534746/suppl/GSM1534746_ERa_ChIP-seq_E2+TNFa_siCTRL_rep1.bed.gz"
"GSM1534745","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534745/suppl/GSM1534745_Input_ChIP-seq_E2+TNFa_siCTRL_rep2.bed.gz"
"GSM1534744","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534744/suppl/GSM1534744_Input_ChIP-seq_E2+TNFa_siCTRL_rep1.bed.gz"
"GSM1534743","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534743/suppl/GSM1534743_FOXA1_ChIP-seq_E2+TNFa_rep2.bed.gz"
"GSM1534742","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534742/suppl/GSM1534742_FOXA1_ChIP-seq_E2+TNFa_rep1.bed.gz"
"GSM1534741","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534741/suppl/GSM1534741_FOXA1_ChIP-seq_TNFa_rep2.bed.gz"
"GSM1534740","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534740/suppl/GSM1534740_FOXA1_ChIP-seq_TNFa_rep1.bed.gz"
"GSM1534739","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534739/suppl/GSM1534739_FOXA1_ChIP-seq_E2_rep2.bed.gz"
"GSM1534738","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534738/suppl/GSM1534738_FOXA1_ChIP-seq_E2_rep1.bed.gz"
"GSM1534737","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1534nnn/GSM1534737/suppl/GSM1534737_FOXA1_ChIP-seq_Vehicle_rep2.bed.gz"
